id	label	fmqg	zmqg	total	crowd9	fmqg	zmqg	crowd3	crowd_labels									data
1455	1	2	7	9	1	1	2	1	0	1	1	1	1	1	0	1	1	很想客观地评价说翡翠明珠很好看。
1456	1	2	7	9	1	1	2	1	1	1	0	0	1	1	1	1	1	小芮mua: 这样才有诚意噶！[哈哈]小睿_in_db 宸tz 啦 小蕴蕴 r算命 墨刺青-程 工菌 来崴克 露菲_傻傻 vil雯nn 胡子-星 土了吧唧，要结婚戒指还是要翡翠冰种才好！
1457	1	3	6	9	1	2	1	-1	0	1	0	0	1	1	1	1	1	新年购翡翠，一定要选择抗跌性强的翡翠，顶级翡翠抗跌性都很强，但由于价格过高，也可把关注放在价钱不高，但颇具特色的翡翠小品身上~~~
1458	1	2	7	9	1	0	3	1	1	1	1	1	1	0	1	0	1	一保险公司上门赠送的圣诞礼物，虽是不速之客，但“平平安安、甜甜美美”的祝福却让人觉得温暖。
1459	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	无论是手机产品的销量，还是手机操作系统的受欢迎程度，三星永远是靠前的。urn_
1460	1	1	8	9	1	1	2	1	1	0	1	1	1	1	1	1	1	总体来说，三星的手机在功能上是最好的。
1461	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	喜好翡翠的人不少。这件传世翡翠如鸽蛋般大小，质地细腻，通透如冰，翠色浓正，苍翠亮泽。翠石行家称它“翠色堪称天地之精，纯阴纯阳之灵”，价格在3000万左右。
1462	1	2	7	9	1	1	2	1	1	0	1	1	1	0	1	1	1	不怕货币贬值，只怕身价暴跌！#寿哥提示#童鞋们呐，只有保险可免除身价暴跌的危险，让您多一份掌握自己未来的能力，使自己及家人能拥有一个有保障的未来！
1463	1	1	8	9	1	1	2	1	1	1	0	1	1	1	1	1	1	四养。装饰佩戴：翡翠的美貌及佩戴装饰作用，相信大家都懂不用我赘言了；购买几万元的翡翠佩戴比购买几万元的奢侈品包包挎着，综合效益高很多！翠翠可以“养貌”！
1464	1	2	7	9	1	0	3	1	1	1	1	0	1	1	0	1	1	目前软硬结合的最好的就是apple，其他两手都抓的基本都是挂…比如三星的bada…诺基亚的MeeGo
1465	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	"漂亮的珊瑚翡翠蜜蜡琥珀!每一件都那么精致那么美,喜欢~~"
1466	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	半夜起来蹲厕所 重庆的冬天真是越来越冷了 突然的我就悟了三星大屏手机有神马好上厕所再也不用担心手滑手机掉坑里了。
1467	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	缅甸天然A货翡翠实力气韵不凡 精美雕饰值得收藏。
1468	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	赞的，这个手机最适合打电话了。
1469	1	1	8	9	1	0	3	1	1	1	1	1	1	1	0	1	1	天然a货翡翠手镯带证书，难得的正品又便宜的翡翠镯呢。
1470	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	精美翡翠弥勒。美、福、喜、顺。
1471	1	3	6	9	1	1	2	1	1	1	0	1	1	1	0	0	1	价值不菲的极品翡翠，水足、种好、色正、料大厚，手机拍摄效果没出来。
1472	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	这次会上看到一个朋友，用了个超大屏幕的手机，比三星的那款还要大，说是华为出的minipad，超长待机六天，不间断上网2天，可以打电话，我一向是任正非的粉丝，听后决定马上买。华为出了手机，将来一定超过iphone。
1473	1	2	7	9	1	1	2	1	1	1	0	1	0	1	1	1	1	翡翠挂件很漂亮喜欢翡翠的价格真贵有翡翠的留好吧以后想买都难了。
1474	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	结构极其细腻，起胶，如果冻般莹润，白白净净，清清秀秀，佩戴在身，清新怡人 ：   冰种缅甸翡翠镶玫瑰金胸坠（真钻）  包：高：34mm 宽：15.2mm 厚：8.6mm 裸：高：24mm 宽：12.9mm 厚：6.9mm。
1475	1	1	8	9	1	0	3	1	1	1	1	1	1	1	0	1	1	喜欢翡翠！真心的喜欢啊！感觉很有韵味~喜欢！怡怡de麻麻 光倒流-- 鱼蛋123 莲娣jionglianda ovelykiddie。
1476	1	1	8	9	1	1	2	1	1	1	0	1	1	1	1	1	1	"本人经营精美翡翠包挂，翡翠珠链，有兴趣请致电13827589720，价钱200--800元之间,送亲人朋友最珍贵的."
1477	1	1	8	9	1	1	2	1	1	0	1	1	1	1	1	1	1	翡翠凤凰的寓意、我以前写过很多、很美的意义、它是我倾心的一块翡翠、但今天我记不起了、我临时赋于这翡翠诗一首：鎏金殿上凤凰行，五鸿锦簇映鸿福。莫笑我辈蓬蒿处，一路行云登高阁！學石頭。
1478	1	1	8	9	1	0	3	1	1	1	1	1	1	0	1	1	1	#现货出售# 一件高货精品翡翠，满绿，饱满，水头很好，很难得的。周长18.8CM，当然是A货啦，有兴趣的朋友请和我联系，武汉本地客人可以预约上门看货。
1479	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	应闺蜜翠凰阁珠宝有限公司董事长张懿之邀，主持2012翠凰阁新品发布会。佩服张懿的眼光和胆略，选用意大利著名珠宝设计师将传统东方翡翠和西方设计元素完美融合，呈现出这批时尚、灵性、奢华、美丽绝伦的翡翠饰品，养眼哦！
1480	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	美玉修身养性，翡翠温润气质。前天回老家带几只翡翠手镯，没想到都争着要，没顾上的朋友回头再帮你们带吧。。
1481	1	1	8	9	1	1	2	1	1	1	0	1	1	1	1	1	1	今天给我印象最深刻的一位开奥迪的大姐，一开始不愿意给我填写，后来看到我是太平洋保险公司的主动帮我填写资料，她说我刚在你们公司保了保险，别的公司我都不信任，让我感觉我的背后是整个公司在支持！！！
1482	1	3	6	9	1	1	2	1	1	1	0	0	1	0	1	1	1	突然觉得三星Galaxy好牛叉！！好喜欢~~~下一步手机果断三星了好么！！iphone滚蛋吧。。。用的我蛋疼，然后发现身边好多iphone党也准备转三星了哈哈！Galaxy系列太牛逼了~好喜欢~~
1483	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	摄影设备技术的进步和摄影者思维的成熟，手机也能拍出很好的照片。假日摄影作品，三星N7000拍摄，比我那老古董尼康D70拍得效果都好。
1484	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	0	1	三星全键盘手机广告。。。太牛了。如果你喜欢哪个女生，记得送他这个手机哟~哈哈。
1485	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰底翡翠又分冰少底、冰中底、冰多底。透明至半透明，内见很多细小冰渣状物，无杂质，种老，质量好。
1486	1	2	7	9	1	0	3	1	1	1	1	1	0	1	0	1	1	自从看了棒子的剧，觉得三星手机好好看。跟风是见坏事还是好事呢？！
1487	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	极其古典的款式，具有优雅的仪态，细腻厚实，很有存在感 ：   冰种晴水缅甸翡翠出人头地挂件 高：47.3mm 宽：52.8mm 厚：15.4mm 仅售8980元。
1488	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	精美的材质，精致的设计，精巧的工艺。翡翠笔洗。
1489	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	神龙戏珠：春带彩翡翠龙勾，质地细腻，水头十足，神龙口含龙珠，有君临天下的尊贵威仪。淡淡紫色，象征紫气东来。
1490	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	#我爱小米手机#哈哈，11月11日在官网抢到小米1S青春版，第四天的一早就收到了，那个快啊，欢(^V^)啊～我个人觉得性价比好高的，比我的三星好使，就看以后的表现啦！米公司。
1491	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	我的感想，瞧，，，还是翡翠白玉更稀罕些，大家赶紧来买翡翠白玉吧。
1492	1	4	5	9	1	2	1	-1	0	0	1	1	1	0	0	1	1	自从看了#屋塔房王世子#后深深的爱上了女主角的手机，三星i9220有5.3英寸的主屏，真的是很有霸气。想换手机了，现在iPhone真的成街机了，满大街都是，但又有点舍不得，怎么也陪了我一年半了，几次小偷都没偷走，可见它对主人的忠诚度。纠结啊！我怎么这么喜新厌旧啊！
1493	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	超大的翡翠球~很通透很漂亮~~ 不外售只收藏~ 下午在七彩云南买了很多翡翠和银饰，手镯，貔貅，还有纯银的水杯。。大出血了，不过很喜欢~[馋嘴][可爱]
1494	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	开心，换了个三星Note II 白色，下周四、五手机就到…，愛愛Summer atherine芳芳 小露classmate 你们就小羡慕一下吧…
1495	1	3	6	9	1	0	3	1	1	1	1	1	0	1	0	1	0	在通信信令的优化上，华为结合二十年来对无线网络的深刻理解，优化了手机的搜网算法 使用手机自动跟踪基站性能的技术，确保连接信号更快， 同时待机时间大大延长。在同样的网络环境和待机时间下，荣耀四核手机的信号超过三星Galaxy 3，同时电源表现更加优异。 好高深哦，为什么连我们都不懂。
1496	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	1	0	华社--张昕:是的，较之其他玉来说，我更偏爱翡翠！
1497	1	1	8	9	1	1	2	1	1	1	0	1	1	1	1	1	1	三星心系天下w2013手机成龙广告语：人生真正的成就，不是你的名字，在这世界有多么响亮，而是你的行动，能够把这个世界照亮。 绝对的霸气，显现仁者风范。
1498	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰种翡翠福瓜，这个级别不很高但依然是上品货色，普通消费者也可以购买。
1499	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰糯种飘兰花翡翠方牌，水润通透，品相端庄正气，雕工精湛，寓意喜上眉梢，节节高升。
1500	1	2	7	9	1	0	3	1	1	1	1	1	1	0	0	1	1	老爸手机好拉风，好想忽悠过来，三星豪华翻盖，内外双触屏，屏幕辨识度很高，安卓系统，双卡双待，不是山寨机哟。
1501	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	妈妈给我的中秋礼物，寓意圆圆满满!好爱哦!我爱我妈，我爱翡翠!
1502	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	玻璃种翡翠葫芦，满绿，种好，通透细腻，色匀透明，就像一汪清水一样。葫芦又名福禄，是中国人的吉祥饰物。翡翠葫芦，珍贵吉祥，可为自己，更为下一代珍藏。
1503	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	眼袋谁没有呀，不过要锁住年令还是三星的手机最给力呀。
1504	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	这段时间喜欢上翡翠，有些痴迷的状态。
1505	1	1	8	9	1	0	3	1	1	1	1	1	1	1	0	1	1	果断三星，至少3点完爆XT。
1506	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	"#爱NoteⅡ,爱天翼# 大屏手机高端的三星手机配天翼超快超稳网速,绝配啊好想体验。"
1507	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	今天才看到！果然换手机是正确的选择！三哥我听的你的意见换的三星3100！手机跟我脸一边大！
1508	1	1	8	9	1	0	3	1	1	1	1	1	0	1	1	1	1	冬天到，三星手机就是牛啊，冬天玩了手都不冷的，暖暖的，舒服。
1509	1	3	6	9	1	1	2	1	1	0	1	1	0	1	1	1	0	由于颜色较淡，所以将芙蓉种翡翠制成手镯是上上之选，芙蓉种翡翠手镯很少有绺裂和杂质，颜色清爽，质地较细，透明度较高，虽然每项指标都不是顶级，但组合在一起却效果奇佳，而价格也只能算中等偏上，非常适合中、青年女士佩戴。
1510	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	真心赞一句，三星质量好啊。手机都经历过两次水灾了，特别是刚才，我都不知道手机泡水里了，没想到，打开后盖，把水吸干，还能用。
1511	1	1	8	9	1	0	3	1	1	1	1	1	1	1	0	1	1	各种翡翠都有了，还真就没墨翠，墨翠越来越看起来有感觉了。
1512	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	1	0	欢迎又一个年轻的朋友加入喜欢翡翠的行列，  你看看这块玻璃种怎么样，色是没有啦，不过水头好而且料够大哦，诶，我又金牛了对不？
1513	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	原来对珠宝是没有概念的，现在每天摆弄这些玩意儿，他们在我手中仿佛也有了灵气，看这翡翠青翠欲滴，如凝脂般润滑，像露珠样透明，经过多少沧海桑田，依旧洁净无瑕，，几经轮回与你相遇更是冥冥之中的因缘，我看着它们，觉得和自然有了一种连结。。。
1514	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	天然翡翠，天然水晶，原创设计，民族风饰品~~~
1515	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	有朋友问有没有古典的手镯，其实翡翠比一般饰品都更具古典特质。如果一定要从翡翠手镯里选出最具古典气质的，莫若圆镯了.历届苏富比、嘉德拍卖拍出的翡翠手镯，都是圆镯。私以为小巧的贵妃镯，或是有水墨意韵色根的，也是很有古典韵味的。 典俏佳人。
1516	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	"我刚刚参与了“我最支持的手机”投票评选活动，投给了三星 I9220 (Galaxy Note),你也快来 http://t.cn/zjZ5gB6 给你最支持的机型一票吧。圳手机行情。"
1517	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰种飘翠满绿缅甸翡翠镶白金胸坠 细腻、润泽的冰种，翠色微微漂浮，好似色彩凝润的山水画作一般。
1518	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	大多整体黄翡色泽的翡翠，其质地结构都会相对松散一些。但是这一件却 完全不同，质地非常细腻、密实，水头虽不是很足，但是那温和、润泽的 质感也丝毫不差分毫。温婉柔美，十分罕见。  相关连接：
1519	1	5	4	9	-1	3	0	-1	0	0	0	1	1	0	0	1	1	天！第40届全美音乐大奖被公然植入了三星的手机广告，获奖信封被三星的手机替代，三星，我佩服你！苹果，你真的不行了！
1520	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	用三星手机拍的感觉不一样啊nniezhang_31 有老公的人就是好啊！ 我在:http://t.cn/zjHeS0n。
1521	1	1	8	9	1	1	2	1	1	0	1	1	1	1	1	1	1	最近过得太好了……都长胖啦了好伤心呀……三星的手机照相太美啦了~
1522	1	2	7	9	1	1	2	1	1	0	1	1	1	1	1	1	0	哈哈索尼的这款收手机早就听说很不错哦，不是山寨机也能防水！我的索尼手机除了电池不耐用其他的都很好哦，推荐索尼，我也很喜欢三星就是贵了。
1523	1	1	8	9	1	0	3	1	1	1	1	0	1	1	1	1	1	#我爱小米手机# 米手机 喜欢它的高配置，高品质，超高性价比，靓丽的外形，不凡的内核，好口碑，高人气。一直都渴望能够得到一台。有了以后神马iphone、三星都不去想要了。
1524	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	玻璃种翡翠套装。是不是很美？翡翠不一定就是年纪大，土气，跟时尚无关哦。。看看这款。各种颜色蓝宝石让安静优雅的无色玻璃种翡翠多了份可爱与时尚。想象下，婚礼当天，带着这套，穿着婚纱，多美呀。。
1525	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	0	1	我可爱的翡翠小貔蚯挂件。
1526	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	0	1	好美的平安扣，灵气四溢的，佩在织梦者身上想必是极好的。后妈前些年年进百万稿酬，几乎都拿去败翡翠了。
1527	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	栩栩如生的猴子，毛发分明，神情生动，真灵动一一大爰的翡翠猴子。
1528	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	很漂亮的保平安翡翠! 地址：[活动]
1529	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	层次分明的年年有余挂件，[哈哈]种质细腻的鲤鱼，碧色悠悠的荷叶。极美的搭配。细糯种翠色缅甸翡翠年年有余挂件。
1530	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	外面的风真大，雨都被吹成雾状了啊！今天就是为了拿这对心仪很久的耳环出来的啊…很喜欢这个翡翠绿，模样也大方an_0719 oris小铺。
1531	1	2	7	9	1	1	2	1	1	0	1	1	1	1	0	1	1	今天对不住福de安吉拉 了，我还以为又是大智慧和保险推销呢！哈哈，在这道歉了啊！
1532	1	1	8	9	1	0	3	1	1	1	1	1	1	0	1	1	1	见到了一个四万多的翡翠镯，手感真的好，四五十万的翡翠挂坠，真的翠的很有灵性！md，果然要实践才能出真知。。。光看知识是没用的。
1533	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	艳艳的黄翡色，雕琢成为戏耍的腾龙，富有意趣，独特的锁牌造型，佩戴起来活泼大方 ： 细糯种黄翡缅甸翡翠双龙戏珠挂件   高：45.8mm 宽：58.6mm 厚：11.7mm ，仅售6980元。
1534	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	三星手机广告好可爱啊，那个巴西男模说选择它对我来说显得脸小...咩哈哈...他的表情太可爱了。
1535	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	1	0	姑姑送给我和妹妹的翡翠''…玉镯'。终于碰到，看一眼'便投缘的玉镯了'镯儿你要时刻保佑我和妹妹哟…是李皓妍 。速速带上哈''
1536	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	三星Galaxy S III拍照灰常给力，还原真实，色彩也很讨好。星手机官网 原刚。
1537	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	1	0	我最喜欢这颜色了，紫色带有红的那种，越透越好，是翡翠极品中的极品的极品的极品。
1538	1	2	7	9	1	2	1	-1	0	0	1	1	1	1	1	1	1	一天没有用手机，过得挺自在。晚上谢谢小羊同志火流星1985 ，陪我去看手机，三星7100，还是不错的，再等等，先凑和用之前的手机吧。
1539	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	#翡翠#不用盯盘的时候就看翡翠，宋美龄的翡翠真是美到爆，个人觉得喜欢翡翠的都是有品味的女人，那些整天盯着施华洛世奇的妹子都浮夸得很。
1540	1	2	7	9	1	0	3	1	1	1	1	1	0	1	1	1	0	不错的翡翠冰种起莹的蛋面，不过我是不估价的哦~
1541	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	这翡翠实在太赞了 不得不转！
1542	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	很喜欢圆形的翡翠，有一种古典柔和的韵致，黄翡色的明媚，也为宝贝增添春日阳光般的灿烂 ：   糯冰种黄翡缅甸翡翠随机应变挂件  直径：47.9mm 厚：17.5mm ，仅售7980元。
1543	1	1	8	9	1	1	2	1	1	0	1	1	1	1	1	1	1	漂亮，不过还是喜欢镯子。最喜欢的还是翡翠的镯子！
1544	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰种竹节，雕工及其精美，雕刻有梅兰竹菊，玉兰，玉兔，如意，钱，水浪，为收藏级的翡翠。
1545	1	1	8	9	1	0	3	1	1	1	1	1	0	1	1	1	1	翡翠的如意坠子，其实还是飘了一条绿哦，很可人。
1546	1	1	8	9	1	0	3	1	1	1	1	1	1	1	0	1	1	最爱翡翠和钻石钻石里又钟情彩钻?买不起看看也心情愉悦。
1547	1	1	8	9	1	0	3	1	1	1	1	1	1	1	0	1	1	换什么手机好呢，HTC 四核得很心动，三星 note也不错！
1548	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	想来，近几年用过的最舒服最顺手的手机，还就是galaxy nexus，虽然由三星代工制造，但是硬件由google设计，原生操作系统界面干净清爽，兼容性无敌。google打造的nexus4上市了，手又痒痒了，还有nexus7，nexus10，简直馋死个人了。
1549	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	极品蛋面翡翠，值得收藏。
1550	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	最喜欢翡翠了，绿油油的带着神秘的色彩。
1551	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	翡翠的色彩，喜欢的很多。蜜糖黄，紫玉成烟，禾苗的嫩绿，雨后芭蕉的厚重，张大千的泼墨重彩，就只一个白也有不同的感觉。
1552	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	绿的沁人心脾的感觉，就是翡翠中的祖母绿吧。喜欢。
1553	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰种飘翠缅甸翡翠龙行如意挂件，尺寸——高：42.1mm 宽：21.1mm 厚：9.3mm。感觉很好的一件宝贝，龙行如意寓意吉祥。推荐给翠友 涛的大侃斋。
1554	1	2	7	9	1	1	2	1	1	1	0	1	1	1	1	0	1	又收得一枚翡翠观音。水头还行。
1555	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	哇!好漂亮的翡翠!能获得一件就相当了不起了!
1556	1	5	4	9	-1	2	1	-1	1	0	0	0	0	1	0	1	1	三星成功:一个有趣的现象，三星几乎每进一个新领域都比竞争对手晚：家电业比松下晚了51年，半导体比英特尔迟了10年，手机比诺基亚足足晚了122年，但三星却总能后来者居上。三星是最出色的追随者。三星从不“吝啬”学习和模仿，尽管手机平板电脑等产品存在专利纠纷，但它能做到“复制后，再把你宰掉”；
1557	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	真是不错的翡翠，很好看很有品位，作为礼物送人最好了傻小红帽。
1558	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	老妈给我从云南带回来的翡翠。。。开心开心极了o(^_^)o #美图秀秀iPhone版#
1559	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	跟爸爸来买手机，三星盖世三真的很牛。
1560	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	亲，很棒的宝贝噢~双11大促 金镶玉佛吊坠天然翡翠镶999千足金送朋友带证书30*20￥108.00。
1561	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰糯种飘阳绿螭龙如意挂件玉吊坠  弃我取者，昨日之日不可留；我心者，今日之日多烦忧。人生不如意者十之八九，因为在如此高节奏的生活中，我们的执着干扰着平静但愿如意翡翠能给您带来一份颐神养性、万事顺心的美好祝福。
1562	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	今天发一款和昨天戒指搭配的珊瑚翡翠耳环。。这是新珊瑚和老翡翠的完美结合。。
1563	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	oc_郝 翡翠这东西我都喜欢 礼物礼物。
1564	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	奇迹般地，手机起洗衣机罗翻上来吹干后还能用，感动啊！！！原来三星的手机还有防水功能。。。
1565	1	1	8	9	1	1	2	1	1	1	0	1	1	1	1	1	1	真心不错喜欢三星很久了
1566	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	喜欢这份柔美的潋滟，镶嵌亦是如此流畅优雅 ：   冰种绿晴满绿缅甸翡翠包白金福瓜胸坠。
1567	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	1	0	翡翠果然算是奢侈品，今天真真切切看了中六的吊坠和中五的镯子，还有一个中五的把玩，都相当好看了，晚上估计会梦到，但是远远超出了我能承受的范围、、、能看到高档实物还是很有触动的，努力赚钱吧，到时候就可以喜欢就买回来，嘻嘻~
1568	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	极品罕见珊瑚桃红色红翡翡翠大头虾米财源滚滚玉雕小作品，翡翠尺寸高5.30cm 宽4.30cm 厚0.80cm 重量43.60克广东人喜欢叫虾米。
1569	1	4	5	9	1	2	1	-1	1	0	0	0	1	1	1	1	0	和籽瓜果坠，运动时候戴的多，所以很快就油亮了，虽然不是羊脂玉，但是这个光泽细度而且无瑕疵，我已经很满足了，想弄块好点的翡翠玩。
1570	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	今天下午还遇见一位珠宝商，她身上佩戴的一个冰种翡翠吊坠，我很喜欢。白色的冰种翡翠，多亏那几粒绿色的翡翠点缀，感觉够份量！
1571	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	诺基亚发布了最新的wp8手机lumia920。秒杀苹果和三星s3的332ppi的4.5寸屏幕，preview 纯景相机，蔡奇镜头加光学防抖，puremotion屏幕，带手套什么的都能操作，qi无线充电标准。。。尤其中意这相机，看发布会的拍照样张，秒杀卡片机。
1572	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	"不得不承认,好翡翠确实漂亮。"
1573	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	三星手机真的好诱人啊！！！
1574	1	3	6	9	1	0	3	1	1	1	1	1	1	0	1	0	0	今天本来只是去买条项链配我N年前在北京买的玉坠的，结果专业人士鉴定出来那块玉佛不是纯天然翡翠憋起我必须换个高档货嘛，又刷了我娘一大笔钱，心情大好。
1575	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	三星9128：5英寸大屏幕多媒体智手机，外观时尚，是你理想的伴侣。Y海燕YY SD智能堂 少_弯月见弯刀 望地田野。
1576	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰种晴水的如意寿，淡蓝的晴水色看起来很有味道吧，冰种的质地水灵灵的叫人喜欢！宝贝性价比很高，若喜欢值得考虑！
1577	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	就喜欢三星的这个系列手机，不会再用其他品牌的了。
1578	1	1	8	9	1	0	3	1	1	1	1	1	1	0	1	1	1	#我要Galaxy camera的理由#好吧~我现在对三星相当有好感，手机、平板，哈哈，再来个camera~perfect~
1579	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	真的好喜欢小爷这身打扮!好好看TTTT手机是note2吧!果然是三星狂爱者阿.
1580	1	1	8	9	1	0	3	1	1	1	1	1	1	1	1	1	0	很喜欢这一对小天使翡翠挂件，很特别吧~情侣或者姐妹一人一个，很有纪念意义。
1581	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	难得一见的精品扁方:2012年第一帖，祝大家新年好。 极为少见的精品扁方，掐丝、镶嵌、点翠等工艺全部用上，翡翠、松石、碧玺、珊瑚等都用上了。而且超长，将近50cm长。为清代权贵人家用品。(7张图片)
1582	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	爱翡翠的人 一生追求就一件龙石种的随行翡翠 还有就是大师中的大师雕刻的作品 满足了。
1583	1	1	8	9	1	0	3	1	1	1	1	0	1	1	1	1	1	我喜欢三星内个手机！大家都一起换吧。
1584	1	1	8	9	1	0	3	1	1	1	1	0	1	1	1	1	1	我是诺基亚的铁杆粉丝，只要是它制造的手机我都喜欢，以前是现在更是，尤其是专心的做手机的精神，在这一轮的高手（如Ip5 三星 Htc 性价比最好的非诺基亚）对站中，尤其是它那精致的设计，美丽的外观，耐摔的质量！独爱诺基亚，无论是何时！我坚挺诺基亚，定会实现王者归来的那一天！
1585	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	晶莹温润的质地，在它那似透非透的水的映衬下，使人心旷神怡，恋恋不舍。 （特价）冰种晴水缅甸翡翠福在眼前挂件。
1586	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	它的漂亮不仅是清雅的蓝绿色飘花，也不仅是通透的质地和荧光，更是加上了厚庄的尺寸以及圆弧面的雕刻，具有通透的存在感。：   冰种飘花缅甸翡翠a货叶子挂件 高：52.3mm 宽：30.5mm 厚：6.1mm。
1587	1	5	4	9	-1	2	1	-1	1	0	0	0	1	1	1	0	0	使用三星NoteII绘画工具改的照片，另外魂斗罗4全球首发原装手机程序，该款手机手写笔非常方便写日记做记录，不足的就是手机对于我来说稍微宽了些。
1588	1	0	9	9	1	0	3	1	1	1	1	1	1	1	1	1	1	冰种阳绿缅甸翡翠a货项链面 让人眼前一亮的翡翠项链面[给力] 结缘价3980元。
